Journal,缩写,ISSN,EISSN,Catalog,Publisher,CAS-zone,JCR-zone,2024-IF,5-year-IF,JIF Rank,
Biophysics and Physicobiology,BIOPHYS PHYSICOBIOL,N/A,2189-4779,生物学,BIOPHYSICAL SOC JAPAN,4,Q4,1.6,1.6,61/79,
CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION,CRIT REV EUKAR GENE,1045-4403,2162-6502,医学,BEGELL HOUSE INC,4,Q3,1.6,1.8,141/191,
Current Computer-Aided Drug Design,CURR COMPUT-AID DRUG,1573-4099,1875-6697,医学,BENTHAM SCIENCE PUBL LTD,4,Q4,1.6,1.6,136/175,
INTERNATIONAL JOURNAL OF PLANT SCIENCES,INT J PLANT SCI,1058-5893,1537-5315,生物学,UNIV CHICAGO PRESS,3,Q3,1.6,2.1,139/273,
INTERNATIONAL JOURNAL OF SATELLITE COMMUNICATIONS AND NETWORKING,INT J SATELL COMM N,1542-0973,1542-0981,计算机科学,WILEY,4,Q2,1.6,1.7,24/55,
Journal of Electrical Engineering & Technology,J ELECTR ENG TECHNOL,1975-0102,2093-7423,工程技术,SPRINGER SINGAPORE PTE LTD,4,Q3,1.6,1.6,258/366,
JOURNAL OF SENSORY STUDIES,J SENS STUD,0887-8250,1745-459X,农林科学,WILEY,4,Q3,1.6,1.8,132/181,
JOURNAL OF SURVEYING ENGINEERING,J SURV ENG,0733-9453,1943-5428,工程技术,ASCE-AMER SOC CIVIL ENGINEERS,3,Q3,1.6,1.6,116/183,
MAGAZINE OF CONCRETE RESEARCH,MAG CONCRETE RES,0024-9831,1751-763X,工程技术,EMERALD GROUP PUBLISHING LTD,4,Q3,1.6,1.9,54/95,
NATURAL PRODUCT RESEARCH,NAT PROD RES,1478-6419,1478-6427,N/A,TAYLOR & FRANCIS LTD,N/A,Q3,1.6,2.0,50/75,
NETWORK-COMPUTATION IN NEURAL SYSTEMS,NETWORK-COMP NEURAL,0954-898X,1361-6536,计算机科学,TAYLOR & FRANCIS INC,4,Q3,1.6,1.5,258/366,
Records of Natural Products,REC NAT PROD,1307-6167,1307-6167,生物学,ACG PUBLICATIONS,4,Q3,1.6,1.4,139/273,
Transformations in Business & Economics,TRANSFORM BUS ECON,1648-4460,N/A,经济学,VILNIUS UNIV,4,Q2,1.6,1.1,276/617,
Hematology Transfusion and Cell Therapy,HEMATOL TRANSF CELL,2531-1379,2531-1379,医学,ELSEVIER,4,Q3,1.6,1.7,67/98,
MACROMOLECULAR THEORY AND SIMULATIONS,MACROMOL THEOR SIMUL,1022-1344,1521-3919,工程技术,WILEY-V C H VERLAG GMBH,4,Q3,1.6,1.3,69/94,
Optics,OPTICS-BASEL,N/A,2673-3269,物理与天体物理,MDPI,4,Q3,1.6,1.5,87/125,
PHYSICS AND CHEMISTRY OF MINERALS,PHYS CHEM MINER,0342-1791,1432-2021,地球科学,SPRINGER,4,Q3,1.6,1.6,16/31,
Turkish Journal of Gastroenterology,TURK J GASTROENTEROL,N/A,2148-5607,医学,AVES,4,Q3,1.6,1.7,110/147,
Advances in Weed Science,ADV WEED SCI,2675-9462,2675-9462,农林科学,SOC BRASILEIRA CIENCIA PLANTAS DANINHAS-SBCPD,4,Q3,1.6,1.5,139/273,
ARID LAND RESEARCH AND MANAGEMENT,ARID LAND RES MANAG,1532-4982,1532-4990,农林科学,TAYLOR & FRANCIS INC,3,Q4,1.6,1.9,38/48,
COMBUSTION THEORY AND MODELLING,COMBUST THEOR MODEL,1364-7830,1741-3559,工程技术,TAYLOR & FRANCIS LTD,4,Q3,1.6,1.7,71/136,
Electrical Engineering & Electromechanics,ELECTR ENG ELECTROME,2074-272X,2309-3404,工程技术,"NATL TECHNICAL UNIV, KHARKIV POLYTECHNICAL INST",4,Q3,1.6,1.0,258/366,
EPJ Photovoltaics,EPJ PHOTOVOLT,2105-0716,2105-0716,物理与天体物理,EDP SCIENCES S A,4,Q4,1.6,1.5,144/187,
HEAT TRANSFER RESEARCH,HEAT TRANSF RES,1064-2285,2162-6561,工程技术,BEGELL HOUSE INC,4,Q3,1.6,1.3,50/79,
INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION,INT J POLYM ANAL CH,1023-666X,1563-5341,工程技术,TAYLOR & FRANCIS LTD,4,Q3,1.6,1.9,69/94,
JOURNAL OF CONSUMER POLICY,J CONSUM POLICY,0168-7034,1573-0700,管理学,SPRINGER,4,Q3,1.6,2.5,215/316,
LIPIDS,LIPIDS,0024-4201,1558-9307,医学,WILEY,4,Q4,1.6,1.7,85/112,
Natural Computing,NAT COMPUT,1567-7818,1572-9796,计算机科学,SPRINGER,4,Q3,1.6,1.7,74/147,
Organics,ORGANICS,N/A,2673-401X,化学,MDPI,4,Q3,1.6,1.8,36/57,
Partial Differential Equations and Applications,PART DIFFER EQU APPL,2662-2963,2662-2971,N/A,SPRINGERNATURE,N/A,Q2,1.6,1.6,98/343,
RESEARCH IN NONDESTRUCTIVE EVALUATION,RES NONDESTRUCT EVAL,0934-9847,1432-2110,材料科学,TAYLOR & FRANCIS INC,4,Q3,1.6,1.4,23/37,
Retos-Revista de Ciencias de la Administracion y Economia,RETOS-REV CIENC ADM,1390-6291,1390-8618,经济学,UNIV POLITECNICA SALESIANA ECUADOR-SALESIAN POLYTECNIC UNIV,4,Q2,1.6,1.3,276/617,
Tzu Chi Medical Journal,TZU CHI MED J,1016-3190,2223-8956,医学,WOLTERS KLUWER MEDKNOW PUBLICATIONS,4,Q2,1.6,1.9,124/332,
WETLANDS ECOLOGY AND MANAGEMENT,WETL ECOL MANAG,0923-4861,1572-9834,环境科学与生态学,SPRINGER,4,Q3,1.6,1.8,96/131,
Acta Kinesiologica,ACTA KINESIOL,1840-2976,1840-3700,医学,DRUSTVO PEDAGOGA TJELESNE & ZDRAVSTVENE KULTURE,4,Q3,1.6,0.7,74/133,
Business Management and Economics Engineering,BUS MANAG ECON ENG,2669-2481,2669-249X,经济学,VILNIUS GEDIMINAS TECH UNIV,4,Q2,1.6,1.5,276/617,
COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING,COMPUT METHOD BIOMEC,1025-5842,1476-8259,医学,TAYLOR & FRANCIS LTD,4,Q4,1.6,1.7,136/175,
CORPORATE REPUTATION REVIEW,CORP REPUT REV,1363-3589,1479-1889,管理学,PALGRAVE MACMILLAN LTD,4,Q3,1.6,2.4,215/316,
Curved and Layered Structures,CURVED LAYER STRUCT,2353-7396,2353-7396,工程技术,DE GRUYTER POLAND SP Z O O,4,Q3,1.6,1.5,116/171,
Frontiers in Virology,FRONT VIROL-LAUSANNE,N/A,2673-818X,医学,FRONTIERS MEDIA SA,4,Q4,1.6,1.7,32/42,
HEAT TRANSFER ENGINEERING,HEAT TRANSFER ENG,0145-7632,1521-0537,工程技术,TAYLOR & FRANCIS INC,4,Q3,1.6,1.9,50/79,
HIGH PERFORMANCE POLYMERS,HIGH PERFORM POLYM,0954-0083,1361-6412,化学,SAGE PUBLICATIONS LTD,4,Q3,1.6,1.9,69/94,
Intractable & Rare Diseases Research,INTRACTABLE RARE DIS,2186-3644,2186-361X,医学,INT RESEARCH & COOPERATION ASSOC BIO & SOCIO-SCIENCES ADVANCEMENT,4,Q2,1.6,1.5,124/332,
Journal of Stem Cells & Regenerative Medicine,J STEM CELLS REGEN,0973-7154,0973-7154,医学,JOURNAL STEM CELLS & REGENERATIVE MEDICINE,4,Q4,1.6,2.0,31/32,
Letters in Drug Design & Discovery,LETT DRUG DES DISCOV,1570-1808,1875-628X,医学,BENTHAM SCIENCE PUBL LTD,4,Q4,1.6,1.2,57/72,
POLAR RECORD,POLAR REC,0032-2474,1475-3057,环境科学与生态学,CAMBRIDGE UNIV PRESS,4,Q3,1.6,1.4,134/200,
Production Engineering-Research and Development,PROD ENG-RES DEV,0944-6524,1863-7353,工程技术,SPRINGER HEIDELBERG,4,Q4,1.6,1.9,62/71,
Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,REV BRAS FARMACOGN,0102-695X,1981-528X,医学,SPRINGERNATURE,4,Q4,1.6,1.8,265/352,
SCANDINAVIAN JOURNAL OF IMMUNOLOGY,SCAND J IMMUNOL,0300-9475,1365-3083,医学,WILEY,4,Q4,1.6,2.8,152/183,
Separation Science Plus,SEP SCI PLUS,2573-1815,2573-1815,化学,WILEY-V C H VERLAG GMBH,4,Q4,1.6,1.5,84/111,
SYSTEMIC PRACTICE AND ACTION RESEARCH,SYST PRACT ACT RES,1094-429X,1573-9295,管理学,SPRINGER/PLENUM PUBLISHERS,4,Q3,1.6,1.6,296/420,
ACTAS ESPANOLAS DE PSIQUIATRIA,ACTAS ESP PSIQUIATRI,1139-9287,1578-2735,医学,JUAN JOSE LOPEZ-IBOR FOUNDATION,4,Q3,1.6,1.5,194/288,
ETRI JOURNAL,ETRI J,1225-6463,2233-7326,计算机科学,WILEY,4,Q3,1.6,1.4,258/366,
FOOD AND NUTRITION BULLETIN,FOOD NUTR BULL,0379-5721,1564-8265,医学,SAGE PUBLICATIONS INC,4,Q3,1.6,2.4,132/181,
GEOCHEMICAL JOURNAL,GEOCHEM J,0016-7002,1880-5973,地球科学,GEOCHEMICAL SOC JAPAN,4,Q3,1.6,1.1,59/100,
Geomechanics and Geoengineering-An International Journal,GEOMECH GEOENGIN,1748-6025,1748-6033,工程技术,TAYLOR & FRANCIS LTD,4,Q3,1.6,2.0,44/65,
IET Communications,IET COMMUN,1751-8628,1751-8636,计算机科学,INST ENGINEERING TECHNOLOGY-IET,4,Q3,1.6,1.2,258/366,
Iranian Journal of Public Health,IRAN J PUBLIC HEALTH,2251-6085,2251-6093,医学,IRANIAN SCIENTIFIC SOCIETY MEDICAL ENTOMOLOGY,4,Q3,1.6,1.8,277/419,
JOURNAL OF INORGANIC MATERIALS,J INORG MATER,1000-324X,N/A,材料科学,SCIENCE PRESS,3,Q3,1.6,1.3,17/33,
Journal of Sulfur Chemistry,J SULFUR CHEM,1741-5993,1741-6000,化学,TAYLOR & FRANCIS LTD,3,Q3,1.6,1.6,160/239,
Oncology Research and Treatment,ONCOL RES TREAT,2296-5270,2296-5262,医学,KARGER,4,Q4,1.6,2.1,263/326,
ORGANIC PREPARATIONS AND PROCEDURES INTERNATIONAL,ORG PREP PROCED INT,0030-4948,1945-5453,化学,TAYLOR & FRANCIS INC,4,Q3,1.6,1.5,36/57,
TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS,T INDIAN I METALS,0972-2815,0975-1645,材料科学,SPRINGER INDIA,4,Q3,1.6,1.6,51/96,
Advances in Applied Ceramics,ADV APPL CERAM,1743-6753,1743-6761,材料科学,SAGE PUBLICATIONS INC,4,Q3,1.6,2.2,17/33,
ARQUIVOS DE NEURO-PSIQUIATRIA,ARQ NEURO-PSIQUIAT,0004-282X,1678-4227,医学,ASSOC ARQUIVOS NEURO- PSIQUIATRIA,4,Q3,1.6,1.5,194/288,
Chromatography,CHROMATOGRAPHY,1342-8284,1348-3315,化学,SOC CHROMATOGRAPHIC SCIENCES,4,Q4,1.6,1.2,84/111,
EURASIAN SOIL SCIENCE,EURASIAN SOIL SCI+,1064-2293,1556-195X,农林科学,PLEIADES PUBLISHING INC,4,Q4,1.6,1.6,38/48,
FOOD BIOTECHNOLOGY,FOOD BIOTECHNOL,0890-5436,1532-4249,农林科学,TAYLOR & FRANCIS INC,4,Q3,1.6,2.1,132/181,
Journal of Applied Water Engineering and Research,J APPL WATER ENG RES,2324-9676,2324-9676,环境科学与生态学,TAYLOR & FRANCIS LTD,4,Q3,1.6,1.4,96/131,
Journal of Gastrointestinal Cancer,J GASTROINTEST CANC,1941-6628,1941-6636,医学,SPRINGER,4,Q4,1.6,1.5,263/326,
Metallography Microstructure and Analysis,METALLOGR MICROSTRUC,2192-9262,2192-9270,材料科学,SPRINGERNATURE,4,Q3,1.6,1.6,51/96,
Prion,PRION,1933-6896,1933-690X,生物学,TAYLOR & FRANCIS INC,4,Q4,1.6,1.7,278/319,
Proceedings of the Institution of Civil Engineers-Bridge Engineering,PROC INST CIV ENG-BR,1478-4637,1751-7664,工程技术,EMERALD GROUP PUBLISHING LTD,4,Q3,1.6,1.2,116/183,
REVISTA IBEROAMERICANA DE MICOLOGIA,REV IBEROAM MICOL,1130-1406,N/A,生物学,ASOCIACION ESPANOLA MICOLOGIA-AEM,4,Q4,1.6,1.3,28/32,
Services Marketing Quarterly,SERV MARK Q,1533-2969,1533-2977,N/A,TAYLOR & FRANCIS LTD,N/A,Q3,1.6,N/A,215/316,
ACM Transactions on Spatial Algorithms and Systems,ACM TRANS SPAT ALGOR,2374-0353,2374-0361,地球科学,ASSOC COMPUTING MACHINERY,4,Q3,1.6,1.8,44/65,
Africa Journal of Management,AFR J MANAGE,2332-2373,2332-2381,管理学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,Q3,1.6,2.1,296/420,
Asia-Pacific Journal of Clinical Oncology,ASIA-PAC J CLIN ONCO,1743-7555,1743-7563,医学,WILEY,4,Q4,1.6,1.6,263/326,
CLIMATE RESEARCH,CLIM RES,0936-577X,1616-1572,地球科学,INTER-RESEARCH,4,Q4,1.6,1.5,304/374,
Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S,ECOL CHEM ENG S,1898-6196,2084-4549,环境科学与生态学,SCIENDO,4,Q4,1.6,1.8,304/374,
FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,FOOD SCI TECHNOL INT,1082-0132,1532-1738,N/A,SAGE PUBLICATIONS LTD,N/A,Q3,1.6,2.5,50/75,
GROWTH HORMONE & IGF RESEARCH,GROWTH HORM IGF RES,1096-6374,1532-2238,医学,CHURCHILL LIVINGSTONE,4,Q4,1.6,1.7,158/191,
INTERNATIONAL JOURNAL OF CONTROL,INT J CONTROL,0020-7179,1366-5820,计算机科学,TAYLOR & FRANCIS LTD,4,Q3,1.6,1.9,59/89,
JOURNAL OF ELASTOMERS AND PLASTICS,J ELASTOM PLAST,0095-2443,1530-8006,材料科学,SAGE PUBLICATIONS LTD,4,Q3,1.6,2.1,69/94,
Revista de la Construccion,REV CONSTR,0718-915X,0718-915X,工程技术,"PONTIFICIA UNIV CATOLICA CHILE, ESCUELA CONSTRUCCION CIVIL",4,Q3,1.6,1.4,54/95,
Science and Technology for the Built Environment,SCI TECHNOL BUILT EN,2374-4731,2374-474X,工程技术,TAYLOR & FRANCIS INC,4,Q3,1.6,1.8,54/95,
ACI MATERIALS JOURNAL,ACI MATER J,0889-325X,1944-737X,工程技术,AMER CONCRETE INST,4,Q3,1.6,1.8,54/95,
Advances in Civil Engineering,ADV CIV ENG,1687-8086,1687-8094,N/A,WILEY,N/A,Q3,1.6,1.9,54/95,
Journal of Transportation Security,J TRANSP SECUR,1938-7741,1938-775X,工程技术,SPRINGER,4,Q4,1.6,1.6,48/61,
Membranes and Membrane Technologies,MEMBR MEMBR TECHNOL,2517-7516,2517-7524,工程技术,PLEIADES PUBLISHING INC,4,Q3,1.6,1.4,118/175,
Australian Journal of Civil Engineering,AUST J CIV ENG,1448-8353,2204-2245,工程技术,TAYLOR & FRANCIS LTD,4,Q3,1.6,1.7,116/183,
International Journal of Intelligent Engineering Informatics,INT J INTELL ENG INF,1758-8715,1758-8723,计算机科学,INDERSCIENCE ENTERPRISES LTD,4,Q4,1.6,1.1,136/175,
International Journal of Knowledge Management Studies,INT J KNOWL MAN STUD,1743-8268,1743-8276,管理学,INDERSCIENCE ENTERPRISES LTD,4,Q3,1.6,N/A,296/420,
Analytical Chemistry Letters,ANAL CHEM LETT,2229-7928,2230-7532,化学,TAYLOR & FRANCIS LTD,4,Q4,1.6,1.4,84/111,
EPJ Applied Metamaterials,EPJ APPL METAMATERIA,2272-2394,2272-2394,材料科学,EDP SCIENCES S A,4,Q4,1.6,1.8,360/460,
INFOR,INFOR,0315-5986,1916-0615,管理学,TAYLOR & FRANCIS INC,4,Q3,1.6,1.5,71/106,
Inorganic and Nano-Metal Chemistry,INORG NANO-MET CHEM,2470-1556,2470-1564,化学,TAYLOR & FRANCIS INC,4,Q3,1.6,1.7,29/42,
JOURNAL OF ASTROPHYSICS AND ASTRONOMY,J ASTROPHYS ASTRON,0250-6335,0973-7758,物理与天体物理,INDIAN ACAD SCIENCES,4,Q3,1.6,1.6,49/84,
ENERGY EXPLORATION & EXPLOITATION,ENERG EXPLOR EXPLOIT,0144-5987,2048-4054,工程技术,SAGE PUBLICATIONS INC,4,Q4,1.6,2.2,153/182,
International Journal of Humanoid Robotics,INT J HUM ROBOT,0219-8436,1793-6942,计算机科学,WORLD SCIENTIFIC PUBL CO PTE LTD,4,Q3,1.6,1.3,36/48,
ZEITSCHRIFT FUR GASTROENTEROLOGIE,Z GASTROENTEROL,0044-2771,1439-7803,医学,GEORG THIEME VERLAG KG,4,Q3,1.6,1.4,110/147,
Central European Journal of Immunology,CENT EUR J IMMUNOL,1426-3912,1644-4124,医学,TERMEDIA PUBLISHING HOUSE LTD,4,Q4,1.6,1.7,152/183,
Cytoskeleton,CYTOSKELETON,1949-3584,1949-3592,生物学,WILEY,4,Q4,1.6,2.1,186/204,
TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES,TERR ATMOS OCEAN SCI,1017-0839,2311-7680,地球科学,SPRINGERNATURE,4,Q3,1.6,1.1,41/65,
JOURNAL OF ENVIRONMENTAL ENGINEERING,J ENVIRON ENG,0733-9372,1943-7870,环境科学与生态学,ASCE-AMER SOC CIVIL ENGINEERS,4,Q3,1.6,1.8,116/183,
Phenomenology & Practice,PHENOMENOL PRACT,1913-4711,1913-4711,哲学,UNIV ALBERTA LIBRARIES,4,N/A,1.6,1.0,N/A,
Progress in Rubber Plastics and Recycling Technology,PROG RUBBER PLAST RE,1477-7606,1478-2413,材料科学,SAGE PUBLICATIONS LTD,4,Q3,1.6,2.4,25/34,
Surface Science Spectra,SURF SCI SPECTRA,1055-5269,1520-8575,物理与天体物理,AIP Publishing,4,Q3,1.6,1.7,59/79,
Systems Engineering,SYSTEMS ENG,1098-1241,1520-6858,工程技术,WILEY,3,Q3,1.6,1.9,71/106,
ACM Transactions on Modeling and Performance Evaluation of Computing Systems,ACM TRANS MODELING P,2376-3639,2376-3647,计算机科学,ASSOC COMPUTING MACHINERY,4,Q3,1.6,1.0,181/258,
Artery Research,ARTERY RES,1872-9312,1876-4401,医学,BMC,4,Q3,1.6,0.8,70/98,
CHEMICAL ENGINEERING & TECHNOLOGY,CHEM ENG TECHNOL,0930-7516,1521-4125,工程技术,WILEY-V C H VERLAG GMBH,4,Q3,1.6,1.8,118/175,
Environmental and Climate Technologies,ENVIRON CLIM TECHNOL,1691-5208,2255-8837,环境科学与生态学,SCIENDO,4,Q4,1.6,1.6,93/102,
Indian Journal of Clinical Biochemistry,INDIAN J CLIN BIOCHE,0970-1915,0974-0422,生物学,SPRINGER INDIA,4,Q4,1.6,1.6,278/319,
JOURNAL OF INCLUSION PHENOMENA AND MACROCYCLIC CHEMISTRY,J INCL PHENOM MACRO,1388-3127,1573-1111,化学,SPRINGER,4,Q3,1.6,1.7,160/239,
SCIENCE AND ENGINEERING OF COMPOSITE MATERIALS,SCI ENG COMPOS MATER,0792-1233,2191-0359,材料科学,DE GRUYTER POLAND SP Z O O,4,Q3,1.6,2.2,25/34,
Asia-Pacific Journal of Chemical Engineering,ASIA-PAC J CHEM ENG,1932-2135,1932-2143,工程技术,WILEY,4,Q3,1.6,1.7,118/175,
INTERNATIONAL JOURNAL OF CHEMICAL KINETICS,INT J CHEM KINET,0538-8066,1097-4601,化学,WILEY,4,Q4,1.6,1.6,163/185,
Nutrition & Food Science,NUTR FOOD SCI,0034-6659,1758-6917,农林科学,EMERALD GROUP PUBLISHING LTD,4,Q3,1.6,1.3,132/181,
ACTA CHIMICA SINICA,ACTA CHIM SINICA,0567-7351,N/A,化学,SCIENCE PRESS,2,Q3,1.6,1.4,160/239,
CHIMIA,CHIMIA,0009-4293,0009-4293,化学,SWISS CHEMICAL SOC,4,Q3,1.6,1.3,160/239,
Smart and Sustainable Manufacturing Systems,SMART SUSTAIN MANUF,2520-6478,2572-3928,工程技术,AMER SOC TESTING MATERIALS,4,Q4,1.6,1.1,62/71,
CHEMIE INGENIEUR TECHNIK,CHEM-ING-TECH,0009-286X,1522-2640,工程技术,WILEY-V C H VERLAG GMBH,4,Q3,1.6,1.9,118/175,
MATERIALS SCIENCE-POLAND,MATER SCI-POLAND,2083-134X,2083-134X,材料科学,SCIENDO,4,Q4,1.6,1.3,360/460,
OBSERVATORY,OBSERVATORY,0029-7704,N/A,物理与天体物理,OBSERVATORY,4,Q3,1.6,1.3,49/84,
Journal of Medical Science,J MED SCI-POLAND,2353-9798,2353-9801,N/A,POZNAN UNIV MEDICAL SCIENCES,N/A,Q2,1.6,N/A,124/332,
ADCAIJ-Advances in Distributed Computing and Artificial Intelligence Journal,ADCAIJ-ADV DISTRIB C,2255-2863,2255-2863,计算机科学,EDICIONES UNIV SALAMANCA,4,Q3,1.6,1.3,152/204,
Journal of Research Administration,J RES ADMIN,1539-1590,1539-1590,管理学,SOC RESEARCH ADMIN INT,4,Q3,1.6,1.2,296/420,
JOURNAL OF ENGINEERING TECHNOLOGY,J ENG TECHNOL-US,0747-9964,N/A,教育学,AMER SOC ENGINEERING EDUCATION,4,Q2,1.6,1.4,79/175,
SOUTH ATLANTIC QUARTERLY,S ATL Q,0038-2876,1527-8026,社会学,DUKE UNIV PRESS,3,Q1,1.5,2.3,12/64,
Museum Management and Curatorship,MUS MANAGE CURATOR,0964-7775,1872-9185,艺术学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1,N/A,1.5,2.2,N/A,
Journal of Management Spirituality & Religion,J MANAG SPIRITUAL RE,1476-6086,1942-258X,哲学,IMASR-INT ASSOC MANAGEMENT SPIRITUALITY & RELIGION,4,N/A,1.5,2.1,N/A,
International Journal for the Psychology of Religion,INT J PSYCHOL RELIG,1050-8619,1532-7582,哲学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,Q3,1.5,2.8,113/221,
Politics and Religion,POLIT RELIG,1755-0483,1755-0491,哲学,CAMBRIDGE UNIV PRESS,1,Q2,1.5,1.5,145/322,
Journal of Language Evolution,J LANG EVOL,2058-4571,2058-458X,文学,OXFORD UNIV PRESS,2,N/A,1.5,1.9,N/A,
Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,J LEG AFF DISPUTE RE,1943-4162,1943-4170,社会学,ASCE-AMER SOC CIVIL ENGINEERS,4,Q1,1.5,1.8,78/434,
Feminist Legal Studies,FEM LEGAL STUD,0966-3622,1572-8455,社会学,SPRINGER,3,Q1,1.5,2.0,78/434,
MICHIGAN LAW REVIEW,MICH LAW REV,0026-2234,1939-8557,社会学,MICH LAW REV ASSOC,2,Q1,1.5,2.4,78/434,
Senses & Society,SENSES SOC,1745-8927,1745-8935,社会学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,N/A,1.5,1.3,N/A,
WORLD ARCHAEOLOGY,WORLD ARCHAEOL,0043-8243,1470-1375,历史学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1,N/A,1.5,1.8,N/A,
ITL-International Journal of Applied Linguistics,ITL-INT J APPL LING,0019-0829,1783-1490,文学,JOHN BENJAMINS PUBLISHING CO,2,Q2,1.5,2.3,88/303,
Japanese Journal of Mathematics,JPN J MATH,0289-2316,1861-3624,数学,SPRINGER,3,Q1,1.5,1.4,60/483,
Middle East Critique,MIDDLE EAST CRIT,1943-6149,1943-6157,社会学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,Q1,1.5,1.7,26/182,
GEORGE WASHINGTON LAW REVIEW,GEORGE WASH LAW REV,0016-8076,0016-8076,社会学,GEORGE WASHINGTON UNIV,3,Q1,1.5,1.5,78/434,
Journal of Corporate Law Studies,J CORP LAW STUD,1473-5970,1757-8426,管理学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,Q1,1.5,1.5,78/434,
MODERN LAW REVIEW,MOD LAW REV,0026-7961,1468-2230,社会学,WILEY,3,Q1,1.5,1.5,78/434,
Asia Pacific Viewpoint,ASIA PAC VIEWP,1360-7456,1467-8373,社会学,WILEY,3,Q1,1.5,1.8,26/182,
LANGUAGE,LANGUAGE,0097-8507,1535-0665,文学,LINGUISTIC SOC AMER,2,Q2,1.5,2.4,88/303,
AJIL Unbound,AJIL UNBOUND,N/A,2398-7723,社会学,CAMBRIDGE UNIV PRESS,3,Q1,1.5,1.2,78/434,
JOURNAL FOR THE EDUCATION OF THE GIFTED,J EDUC GIFTED,0162-3532,2162-9501,教育学,SAGE PUBLICATIONS INC,4,Q2,1.5,1.6,22/62,
ADVANCES IN MATHEMATICS,ADV MATH,0001-8708,1090-2082,数学,ACADEMIC PRESS INC ELSEVIER SCIENCE,1,Q1,1.5,1.7,60/483,
Morphology,MORPHOLOGY,1871-5621,1871-5656,文学,SPRINGER,1,N/A,1.5,1.4,N/A,
JOURNAL OF FIELD ARCHAEOLOGY,J FIELD ARCHAEOL,0093-4690,2042-4582,历史学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1,N/A,1.5,1.7,N/A,
Azania-Archaeological Research in Africa,AZANIA,0067-270X,1945-5534,历史学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2,N/A,1.5,1.3,N/A,
JOURNAL OF LAW & ECONOMICS,J LAW ECON,0022-2186,1537-5285,社会学,UNIV CHICAGO PRESS,3,Q1,1.5,2.5,78/434,
JOURNAL OF CRIME & JUSTICE,J CRIME JUSTICE,0735-648X,2158-9119,N/A,TAYLOR & FRANCIS INC,N/A,Q2,1.5,1.7,46/111,
International Journal of Bilingualism,INT J BILINGUAL,1367-0069,1756-6878,文学,SAGE PUBLICATIONS LTD,2,Q2,1.5,1.9,88/303,
Translation Spaces,TRANSL SPACES,2211-3711,2211-372X,文学,JOHN BENJAMINS PUBLISHING CO,3,N/A,1.5,1.7,N/A,
Cultural Studies of Science Education,CULT STUD SCI EDUCAT,1871-1502,1871-1510,教育学,SPRINGER,4,Q1,1.5,1.9,12/64,
JOURNAL OF GEOMETRIC ANALYSIS,J GEOM ANAL,1050-6926,1559-002X,数学,SPRINGER,2,Q1,1.5,1.3,60/483,
LATIN AMERICAN POLITICS AND SOCIETY,LAT AM POLIT SOC,1531-426X,1548-2456,社会学,CAMBRIDGE UNIV PRESS,2,Q1,1.5,2.0,26/182,
Election Law Journal,ELECT LAW J,1533-1296,1557-8062,社会学,"MARY ANN LIEBERT, INC",3,Q1,1.5,1.8,78/434,
Men and Masculinities,MEN MASC,1097-184X,1552-6828,社会学,SAGE PUBLICATIONS INC,2,Q2,1.5,3.1,97/219,
Science China-Mathematics,SCI CHINA MATH,1674-7283,1869-1862,数学,SCIENCE PRESS,1,Q1,1.5,1.5,60/483,
AURIS NASUS LARYNX,AURIS NASUS LARYNX,0385-8146,1879-1476,医学,ELSEVIER SCI LTD,4,Q2,1.5,1.7,27/67,
Journal of Special Education Technology,J SPEC EDUC TECHNOL,0162-6434,2381-3121,教育学,SAGE PUBLICATIONS INC,4,Q2,1.5,2.3,22/62,
Literacy,LITERACY,1741-4350,1741-4369,教育学,WILEY,3,Q2,1.5,1.6,88/303,
POPULATION RESEARCH AND POLICY REVIEW,POPUL RES POLICY REV,0167-5923,1573-7829,社会学,SPRINGER,3,Q2,1.5,2.6,24/50,
COMMUNICATION MONOGRAPHS,COMMUN MONOGR,0363-7751,1479-5787,文学,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2,Q2,1.5,2.8,101/227,
